9270023	PEK	1	P32	2013 3 13 22 35	2013 3 14 19 07	1232	429	600	
9270024	PEK	1	P32	2013 3 13 23 10	2013 3 14 20 28	1278	447	600	
9270026	PEK	1	P32	2013 3 13 23 10	2013 3 15 21 01	2752	782	600	
9380597	PEK	1	P32	2013 3 14 3 15	2013 3 15 1 47	1352	376	600	
9339252	PEK	1	P32	2013 3 14 7 25	2013 3 15 13 38	1814	432	600	
9360264	PEK	1	P32	2013 3 14 7 30	2013 3 15 14 26	1857	441	600	
9270034	PEK	1	P32	2013 3 14 7 50	2013 3 15 18 59	2109	487	1440	
9270039	PEK	1	P32	2013 3 14 8 45	2013 3 15 19 26	2082	420	1440	
9392233	PEK	1	P32	2013 3 14 11 30	2013 3 15 17 56	1827	409	720	
9270043	PEK	1	P32	2013 3 14 21 30	2013 3 15 18 55	1285	527	600	
9270047	PEK	1	P32	2013 3 14 22 00	2013 3 15 18 50	1250	420	600	
9270049	PEK	1	P32	2013 3 14 22 35	2013 3 15 19 08	1233	436	600	
9304708	PEK	1	P32	2013 3 14 22 35	2013 3 15 19 37	1262	376	600	
9270052	PEK	1	P32	2013 3 14 23 10	2013 3 16 21 13	2763	829	600	
9393585	PEK	1	P32	2013 3 15 0 30	2013 3 15 19 14	1124	318	600	
9382492	PEK	1	P32	2013 3 15 3 15	2013 3 16 12 41	2007	565	600	
9270058	PEK	1	P32	2013 3 15 5 35	2013 3 16 16 35	2100	515	1440	
9360324	PEK	1	P32	2013 3 15 7 25	2013 3 16 14 12	1848	461	600	
9304709	PEK	1	P32	2013 3 15 7 30	2013 3 16 14 19	1850	408	600	
9360320	PEK	1	P32	2013 3 15 8 30	2013 3 16 16 08	1899	402	600	
9270065	PEK	1	P32	2013 3 15 8 45	2013 3 16 18 57	2052	425	1440	
9382491	PEK	1	P32	2013 3 15 9 00	2013 3 16 5 02	1202	244	720	
9270069	PEK	1	P32	2013 3 15 21 30	2013 3 16 19 31	1321	533	600	
9271716	PEK	1	P32	2013 3 15 21 55	2013 3 17 14 00	2406	574	600	
9270072	PEK	1	P32	2013 3 15 22 00	2013 3 16 18 21	1221	400	600	
9371885	PEK	1	P32	2013 3 15 22 05	2013 3 17 18 05	2640	631	720	
9270075	PEK	1	P32	2013 3 15 22 35	2013 3 16 19 35	1260	458	600	
9304710	PEK	1	P32	2013 3 15 22 35	2013 3 16 19 56	1281	312	600	
9270078	PEK	1	P32	2013 3 15 23 10	2013 3 17 20 50	2741	822	600	
9304711	PEK	1	P32	2013 3 15 23 30	2013 3 16 20 30	1260	441	600	
9384581	PEK	1	P32	2013 3 16 3 15	2013 3 17 13 45	2070	423	600	
9385263	PEK	1	P32	2013 3 16 7 30	2013 3 17 14 15	1845	385	600	
9270088	PEK	1	P32	2013 3 16 7 50	2013 3 17 18 07	2057	438	1440	
9382430	PEK	1	P32	2013 3 16 8 30	2013 3 17 16 20	1911	414	600	
9270093	PEK	1	P32	2013 3 16 8 45	2013 3 17 18 13	2008	402	1440	
9270097	PEK	1	P32	2013 3 16 21 30	2013 3 17 18 30	1260	465	600	
9270102	PEK	1	P32	2013 3 16 22 00	2013 3 17 18 10	1210	395	600	
9270103	PEK	1	P32	2013 3 16 22 35	2013 3 17 19 40	1265	335	600	
9270105	PEK	1	P32	2013 3 16 22 35	2013 3 17 19 15	1240	430	600	
9381491	PEK	1	P32	2013 3 16 22 45	2013 3 18 2 30	1665	515	720	
9270106	PEK	1	P32	2013 3 16 23 10	2013 3 17 19 40	1230	435	600	
9270108	PEK	1	P32	2013 3 16 23 10	2013 3 18 20 50	2741	835	600	
9338324	PEK	1	P32	2013 3 17 3 15	2013 3 18 1 50	1355	380	600	
9386400	PEK	1	P32	2013 3 17 5 20	2013 3 17 23 35	1095	285	600	
9338362	PEK	1	P32	2013 3 17 5 25	2013 3 17 22 45	1040	260	600	
9338448	PEK	1	P32	2013 3 17 7 25	2013 3 18 14 00	1836	430	600	
9338447	PEK	1	P32	2013 3 17 7 30	2013 3 18 14 15	1845	395	600	
9270116	PEK	1	P32	2013 3 17 7 50	2013 3 18 18 10	2061	440	1440	
9362313	PEK	1	P32	2013 3 17 8 30	2013 3 18 16 20	1911	415	600	
9391654	PEK	1	P32	2013 3 17 9 00	2013 3 18 1 55	1015	230	600	
9270125	PEK	1	P32	2013 3 17 21 30	2013 3 18 18 30	1260	465	600	
9270129	PEK	1	P32	2013 3 17 22 00	2013 3 18 18 10	1210	395	600	
9395165	PEK	1	P32	2013 3 17 22 05	2013 3 19 16 20	2536	655	600	
9270127	PEK	1	P32	2013 3 17 22 15	2013 3 18 19 15	1260	465	600	
9270130	PEK	1	P32	2013 3 17 22 35	2013 3 18 19 40	1265	335	600	
9270131	PEK	1	P32	2013 3 17 22 35	2013 3 18 19 15	1240	430	600	
9386451	PEK	1	P32	2013 3 17 23 05	2013 3 18 15 55	1010	230	600	
9270134	PEK	1	P32	2013 3 17 23 10	2013 3 19 20 50	2741	835	600	
9393373	PEK	1	P32	2013 3 17 23 50	2013 3 19 0 30	1481	475	600	
9391662	PEK	1	P32	2013 3 18 4 10	2013 3 18 22 40	1110	330	600	
9391663	PEK	1	P32	2013 3 18 6 20	2013 3 19 1 10	1130	335	600	
9395164	PEK	1	P32	2013 3 18 7 25	2013 3 19 14 00	1836	430	600	
9270142	PEK	1	P32	2013 3 18 7 50	2013 3 19 18 10	2061	440	1440	
9395804	PEK	1	P32	2013 3 18 21 30	2013 3 19 18 50	1280	320	600	
9270153	PEK	1	P32	2013 3 18 22 00	2013 3 19 18 10	1210	395	600	
9271739	PEK	1	P32	2013 3 18 22 20	2013 3 20 16 20	2520	645	600	
9270154	PEK	1	P32	2013 3 18 22 35	2013 3 19 19 40	1265	335	600	
9270155	PEK	1	P32	2013 3 18 22 35	2013 3 19 19 15	1240	430	600	
9376222	PEK	1	P32	2013 3 18 23 05	2013 3 20 0 30	1526	330	600	
9270156	PEK	1	P32	2013 3 18 23 10	2013 3 19 19 35	1225	430	600	
9270158	PEK	1	P32	2013 3 18 23 10	2013 3 20 20 50	2741	835	600	
9270159	PEK	1	P32	2013 3 18 23 30	2013 3 19 20 00	1230	405	600	
9391670	PEK	1	P32	2013 3 19 2 15	2013 3 19 19 50	1055	275	600	
9391672	PEK	1	P32	2013 3 19 5 35	2013 3 20 1 25	1190	410	600	
9393454	PEK	1	P32	2013 3 19 7 30	2013 3 20 14 15	1845	395	600	
9270167	PEK	1	P32	2013 3 19 7 50	2013 3 20 18 10	2061	440	1440	
9270172	PEK	1	P32	2013 3 19 8 45	2013 3 20 18 05	2001	370	1440	
9270175	PEK	1	P32	2013 3 19 21 30	2013 3 20 18 30	1260	465	600	
9338208	PEK	1	P32	2013 3 19 21 55	2013 3 20 19 55	1320	300	600	
9270179	PEK	1	P32	2013 3 19 22 00	2013 3 20 18 10	1210	395	600	
9363711	PEK	1	P32	2013 3 19 22 20	2013 3 21 0 45	1585	405	600	
9270180	PEK	1	P32	2013 3 19 22 35	2013 3 20 19 40	1265	335	600	
9270181	PEK	1	P32	2013 3 19 22 35	2013 3 20 19 15	1240	430	600	
9395815	PEK	1	P32	2013 3 19 23 00	2013 3 20 18 40	1180	370	600	
9270184	PEK	1	P32	2013 3 19 23 10	2013 3 21 20 50	2741	835	600	
9394048	PEK	1	P32	2013 3 19 23 25	2013 3 21 1 25	1560	350	600	
9391692	PEK	1	P32	2013 3 20 2 15	2013 3 20 19 50	1055	275	600	
9395852	PEK	1	P32	2013 3 20 3 15	2013 3 21 0 30	1275	315	600	
9391693	PEK	1	P32	2013 3 20 5 35	2013 3 21 1 25	1190	410	600	
9338388	PEK	1	P32	2013 3 20 7 25	2013 3 21 14 00	1836	430	600	
9270194	PEK	1	P32	2013 3 20 7 30	2013 3 21 14 15	1845	395	600	
9270192	PEK	1	P32	2013 3 20 7 50	2013 3 21 18 10	2061	440	1440	
9338326	PEK	1	P32	2013 3 20 8 30	2013 3 21 16 20	1911	415	600	
9391694	PEK	1	P32	2013 3 20 8 30	2013 3 21 1 40	1030	235	600	
9338337	PEK	1	P32	2013 3 20 9 00	2013 3 21 1 55	1015	230	600	
9363707	PEK	1	P32	2013 3 20 9 05	2013 3 21 1 50	1005	225	600	
9395851	PEK	1	P32	2013 3 20 11 30	2013 3 21 18 05	1836	375	720	
9270205	PEK	1	P32	2013 3 20 22 00	2013 3 21 18 10	1210	395	600	
9271838	PEK	1	P32	2013 3 20 22 20	2013 3 22 16 20	2520	645	600	
9270206	PEK	1	P32	2013 3 20 22 35	2013 3 21 19 40	1265	335	600	
9270207	PEK	1	P32	2013 3 20 22 35	2013 3 21 19 15	1240	430	600	
9339257	PEK	1	P32	2013 3 20 23 00	2013 3 21 18 40	1180	370	600	
9270210	PEK	1	P32	2013 3 20 23 10	2013 3 22 20 50	2741	835	600	
9339338	PEK	1	P32	2013 3 21 3 15	2013 3 22 1 55	1360	385	600	
9391700	PEK	1	P32	2013 3 21 3 25	2013 3 21 21 30	1085	290	600	
9391701	PEK	1	P32	2013 3 21 4 10	2013 3 21 22 40	1110	330	600	
9270215	PEK	1	P32	2013 3 21 5 25	2013 3 21 22 40	1035	240	600	
9339336	PEK	1	P32	2013 3 21 5 25	2013 3 21 22 45	1040	260	600	
9270216	PEK	1	P32	2013 3 21 5 35	2013 3 22 16 35	2100	465	1440	
9270220	PEK	1	P32	2013 3 21 7 30	2013 3 22 14 15	1845	395	600	
9391702	PEK	1	P32	2013 3 21 7 45	2013 3 22 1 35	1070	290	600	
9270218	PEK	1	P32	2013 3 21 7 50	2013 3 22 18 10	2061	440	1440	
9271845	PEK	1	P32	2013 3 21 21 55	2013 3 23 14 00	2406	570	600	
9270231	PEK	1	P32	2013 3 21 22 00	2013 3 22 18 10	1210	395	600	
9339737	PEK	1	P32	2013 3 21 22 05	2013 3 23 14 15	2410	635	600	
9270229	PEK	1	P32	2013 3 21 22 15	2013 3 22 19 15	1260	465	600	
9270232	PEK	1	P32	2013 3 21 22 35	2013 3 22 19 40	1265	335	600	
9270233	PEK	1	P32	2013 3 21 22 35	2013 3 22 19 15	1240	430	600	
9270234	PEK	1	P32	2013 3 21 23 10	2013 3 22 19 40	1230	435	600	
9270236	PEK	1	P32	2013 3 21 23 10	2013 3 23 20 50	2741	835	600	
9391140	PEK	1	P32	2013 3 22 0 10	2013 3 23 19 00	2570	595	840	
9391106	PEK	1	P32	2013 3 22 1 30	2013 3 22 19 35	1085	290	600	
9270238	PEK	1	P32	2013 3 22 2 30	2013 3 22 22 00	1170	375	600	
9339726	PEK	1	P32	2013 3 22 3 15	2013 3 23 1 50	1355	380	600	
9270241	PEK	1	P32	2013 3 22 5 25	2013 3 22 22 40	1035	240	600	
9339729	PEK	1	P32	2013 3 22 6 30	2013 3 23 2 05	1175	380	600	
9364033	PEK	1	P32	2013 3 22 7 05	2013 3 23 0 30	1045	245	600	
9270244	PEK	1	P32	2013 3 22 7 50	2013 3 23 18 10	2061	440	1440	
9270247	PEK	1	P32	2013 3 22 8 30	2013 3 23 1 40	1030	235	600	
9395862	PEK	1	P32	2013 3 22 8 30	2013 3 23 16 20	1911	415	600	
